da,a,tipo,periodo,peso,categoria,titolo,fonte
RUS,GBR,cyber,2023-Q3,,Disruption,Alleged Russian false-flag operation 'Anonymous Sudan' targeted OnlyFans with DDoS on 19 July 2023 ,eurepoc
RUS,GBR,cyber,2023-Q1,,Disruption,Pro-Russian hacktivist group Killnet disrupted several hospital websites in Europe in January 2023,eurepoc
RUS,GBR,cyber,2022-Q4,,Disruption,Pro-Russian hacktivist group Killnet disrupted the website of Prince William on 22 November 2022,eurepoc
RUS,GBR,cyber,2022-Q1,,Data theft,Russian spies are suspected of hacking into the personal phone of former british prime minister Liz Truss,eurepoc
RUS,GBR,cyber,2021-Q4,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Russian hackers attacked Gloucester City Council's website using malware in December 2021,eurepoc
RUS,GBR,cyber,2020-Q1,,Data theft;Hijacking with Misuse,Wellmess/WellMail - 2020,eurepoc
RUS,GBR,cyber,2019-Q3,,Hijacking without Misuse,Exim Mail Transfer Agent - May 2020,eurepoc
RUS,GBR,cyber,2019-Q3,,Data theft;Hijacking with Misuse,Russian APT29 targeted entities worldwide during the supply-chain cyber espionage campaign Solarwinds starting in 2019,eurepoc
RUS,GBR,cyber,2019-Q3,,Data theft & Doxing,Russia interference in Britains general election 2019,eurepoc
RUS,GBR,cyber,,,Espionage,Allanite,cfr
RUS,GBR,cyber,2014-Q4,,,APT 28,cfr
RUS,GBR,cyber,,,Espionage,Calisto,cfr
RUS,GBR,cyber,,,Espionage,Targeting of Ukrainian institutions and U.S. and European foreign policy institutions and think tanks,cfr
RUS,GBR,cyber,2018-Q2,,Sabotage,Alleged Russian compromise of networking equipment,cfr
RUS,GBR,cyber,2017-Q3,,Espionage,WhiteBear,cfr
RUS,GBR,cyber,2017-Q3,,Data destruction,NotPetya,cfr
RUS,GBR,cyber,2014-Q3,,Espionage,Crouching Yeti,cfr
RUS,GBR,cyber,,,Doxing,Targeting of Scottish National Party member of Parliament (MP),cfr
RUS,GBR,cyber,,,Espionage,Targeting of United Kingdom trade minister’s email account,cfr
RUS,GBR,cyber,2017-Q4,,Espionage,Targeting of the citizen journalism website Bellingcat,cfr
RUS,GBR,cyber,2017-Q1,,Espionage,Compromise of email accounts of a UK TV station,cfr
RUS,GBR,migrazione,2018,571,,,
RUS,GBR,migrazione,2019,722,,,
RUS,GBR,migrazione,2020,809,,,
RUS,GBR,migrazione,2021,876,,,
RUS,GBR,migrazione,2022,1029,,,
RUS,GBR,migrazione,2023,1376,,,
RUS,GBR,migrazione,2024,1571,,,
RUS,KAZ,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,KAZ,cyber,2023-Q3,,Hijacking without Misuse,Russian ITG05 ( aka APT28 / Fancy Bear) compromised targets from 13 countries with Headlace backdoor between August and December 2023,eurepoc
RUS,KAZ,cyber,2014-Q4,,,APT 28,cfr
RUS,KAZ,cyber,2014-Q3,,Espionage,Turla,cfr
RUS,UZB,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,UZB,cyber,2017-Q3,,Espionage,WhiteBear,cfr
RUS,UZB,cyber,2014-Q3,,Espionage,Turla,cfr
RUS,KGZ,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,KGZ,cyber,,,Data destruction,Nodaria,cfr
RUS,HUN,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,HUN,cyber,2023-Q3,,Hijacking without Misuse,Russian ITG05 ( aka APT28 / Fancy Bear) compromised targets from 13 countries with Headlace backdoor between August and December 2023,eurepoc
RUS,HUN,cyber,2022-Q1,,Disruption;Hijacking with Misuse,Viasat Hack: Russian Military Intelligence disrupted Ukrainian satellite broadband services in February 2022,eurepoc
RUS,HUN,cyber,2014-Q4,,,APT 28,cfr
RUS,HUN,cyber,,,Espionage,Targeting of Hungary’s foreign ministry networks,cfr
RUS,HUN,cyber,,,Espionage,Targeting of Hungarian Foreign Ministry networks,cfr
RUS,HUN,cyber,2013-Q1,,Espionage,Team Spy Crew,cfr
RUS,HUN,migrazione,2018,36,,,
RUS,HUN,migrazione,2019,36,,,
RUS,HUN,migrazione,2020,36,,,
RUS,HUN,migrazione,2021,37,,,
RUS,HUN,migrazione,2022,105,,,
RUS,HUN,migrazione,2023,126,,,
RUS,HUN,migrazione,2024,149,,,
RUS,IND,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,IND,cyber,2024-Q1,,Data theft;Hijacking with Misuse,Lockbit claimed responsibility for compromise of Indian company Motilal Oswal Financial Services in February 2024,eurepoc
RUS,IND,cyber,2023-Q1,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Russian hackers allegedly conducted ransomware attack against Insurance Information Bureau of India in March 2023,eurepoc
RUS,IND,cyber,2023-Q1,,Data theft;Hijacking with Misuse,Russian hacktivist group Phoenix compromised Indian health ministry's health management system in 2023,eurepoc
RUS,IND,cyber,,,Espionage,Targeting of Asus routers,cfr
RUS,IND,cyber,2014-Q3,,Espionage,Turla,cfr
RUS,GRC,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,GRC,cyber,2022-Q1,,Disruption;Hijacking with Misuse,Viasat Hack: Russian Military Intelligence disrupted Ukrainian satellite broadband services in February 2022,eurepoc
RUS,GRC,cyber,2014-Q3,,Espionage,Crouching Yeti,cfr
RUS,GRC,migrazione,2018,12,,,
RUS,GRC,migrazione,2019,18,,,
RUS,GRC,migrazione,2020,16,,,
RUS,GRC,migrazione,2021,21,,,
RUS,GRC,migrazione,2022,24,,,
RUS,GRC,migrazione,2023,151,,,
RUS,GRC,migrazione,2024,36,,,
RUS,TKM,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,ARM,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,ARM,cyber,2019-Q1,,Data theft;Hijacking with Misuse,Turlas New Waterhole,eurepoc
RUS,ARM,cyber,2014-Q4,,,APT 28,cfr
RUS,ARM,cyber,2014-Q3,,Espionage,Turla,cfr
RUS,ARM,cyber,,,Espionage,Watering-hole attacks targeting Armenian government websites,cfr
RUS,ARM,migrazione,2024,8,,,
RUS,CHN,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,CHN,cyber,2023-Q4,,Disruption;Hijacking with Misuse;Ransomware,Lockbit suspected of disrupting IT systems of Industrial and Commercial Bank of China in the United States on 8 November 2023,eurepoc
RUS,CHN,cyber,2014-Q4,,,APT 28,cfr
RUS,CHN,cyber,2014-Q3,,Espionage,Crouching Yeti,cfr
RUS,TJK,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",eurepoc
RUS,TJK,cyber,2020-Q1,,Data theft;Hijacking with Misuse,"Russian APT Nomadic Octopus conducted cyber espionage operation ""Paperbug"" against targets from the public and government sector in Tajikistan since 2020",eurepoc
RUS,TJK,cyber,2014-Q4,,,APT 28,cfr
RUS,TJK,cyber,2014-Q3,,Espionage,Turla,cfr
RUS,USA,cyber,2022-Q1,,Data theft;Hijacking with Misuse,Russian state-sponsored hacking group GruesomeLarch (also known as APT 28) breached an unknown organization in the United States by exploiting neighboring Wi-Fi networks in February 2022,eurepoc
RUS,USA,cyber,2024-Q3,,Hijacking with Misuse,Russian Hacktivists Breached Small Texas Water Utility In 2024,eurepoc
RUS,USA,cyber,2024-Q3,,Data theft & Doxing;Hijacking with Misuse;Ransomware,Russian Ransomware Gang Medusa Stole Student and Employee Data from Providence Public Schools in the US State of Rhode Island During September 2024,eurepoc
RUS,USA,cyber,2024-Q4,,Disruption,Pro-Palestinian Hacktivist Group SN_BLACKMETA Carried Out a DDoS Attack on The Internet Archive in the USA in October 2024,eurepoc
RUS,USA,cyber,2024-Q2,,Data theft & Doxing;Hijacking with Misuse,Kremlin-Linked COLDRIVER aka Star Blizzard Launched Spear-Phishing Campaign Targeting Eastern European Civil Society and US-Based Free Russia Foundation Between April and September 2024,eurepoc
RUS,USA,cyber,2024-Q3,,Data theft;Hijacking with Misuse,"Rhysida Ransomware Group stole 6.5TB of data from the City of Columbus (Ohio, USA) in a 18 July 2024 ransomware attack",eurepoc
RUS,USA,cyber,2024-Q3,,Disruption;Hijacking with Misuse;Ransomware,Russian ransomware group RansomHub disrupted systems of Florida-based blood donation centre OneBlood,eurepoc
RUS,USA,cyber,2021-Q3,,Hijacking without Misuse,Russian citizen Amin Timovich Stigal probed systems of a US federal agency in Maryland beginning on 5 August 2021 with the help of the Russian Main Intelligence Directorate (GRU),eurepoc
RUS,USA,cyber,2024-Q2,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Black Basta ransomware group gained access to specific networks of healthcare provider Ascension Health and disrupted them beginning on 8 May 2024,eurepoc
RUS,USA,cyber,2022-Q1,,Disruption;Hijacking with Misuse,Pro-Russian hacktivists attack several critical infrastructure entities in the beginning of 2024,eurepoc
RUS,USA,cyber,2024-Q2,,Disruption;Hijacking with Misuse,"The state-sponsored hacktivist group Cyber Army of Russia Reborn disrupted the Tipton West Wastewater Treatment Plant in Indiana, USA",eurepoc
RUS,USA,cyber,2023-Q1,,Hijacking without Misuse,"Russian ransomware group FIN7 targeted unnamed American automotive manufacturer in a phishing campaign, late 2023",eurepoc
RUS,USA,cyber,2022-Q2,,Disruption;Hijacking with Misuse;Ransomware,"LockBit ransomware group targeted medical clinic in Panama City, Florida, in or around June 2022",eurepoc
RUS,USA,cyber,2024-Q1,,Data theft;Disruption;Hijacking with Misuse;Ransomware,"Unknown malicious actors conducted ransomware attack against Washington County, Pennsylvania, on 24 January 2024",eurepoc
RUS,USA,cyber,2023-Q2,,Data theft;Hijacking with Misuse,Russian state affiliated group APT29 breached cloud-based email environment of Hewlett Packard Enterprise Co.’s (HPE) in May 2023 and exfiltrated data,eurepoc
RUS,USA,cyber,2023-Q4,,Data theft;Hijacking with Misuse,"Russian state-sponsored threat actor Midnight Blizzard gained access to Microsoft Corporate e-mail accounts and stole data since November 2023, as discovered by Microsoft on 12 January 2024",eurepoc
RUS,USA,cyber,2022-Q2,,Data theft;Hijacking with Misuse,Russian state-sponsored Callisto group conducted Spear-phishing campaign against US Department of Energy beginning in May 2022,eurepoc
RUS,USA,cyber,2020-Q2,,Data theft;Hijacking with Misuse,Russian state-sponsored Callisto group conducted Spear-phishing campaign against several US defence institutions,eurepoc
RUS,USA,cyber,2023-Q4,,Disruption;Hijacking with Misuse,Ransomware group Lockbit claims responsibilty for the attack on US hospital company Capital Health causing network outages at the end of November 2023.,eurepoc
RUS,USA,cyber,2023-Q3,,Hijacking without Misuse,Russian APT-Gamaredon infected unspecified targets in Ukraine and other countries worldwide since autumn 2023 with USB propagating worm LitterDrifter,eurepoc
RUS,USA,cyber,2023-Q4,,Disruption,Suspected russian false-flag hacktivists Anonymous Sudan claimed responsibility for DDoS attacks on OpenAI causing periodic disruptions on 8 November 2023,eurepoc
RUS,USA,cyber,2023-Q1,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Ransomware group Lockbit encrypted a limited number of servers of the electronics manufacturer Kyocera AVX (KAVX) beginning on 16 February 2023,eurepoc
RUS,USA,cyber,2023-Q4,,Data theft & Doxing;Disruption;Hijacking with Misuse;Ransomware,Ransomware group LockBit claimed to have compromised website of US aircraft manufacturer Boeing in October 2023,eurepoc
RUS,USA,cyber,2023-Q3,,Data theft;Hijacking with Misuse;Ransomware,"Ransomware group 'LockBit' carried out ransomware attack against Fauquier County public school district in Virginia, USA, in September 2023",eurepoc
RUS,USA,cyber,2023-Q2,,Data theft;Hijacking with Misuse;Ransomware,US-based critical infrastructure organization and Latin American IT integrator targeted by Cuba ransomware in June 2023,eurepoc
RUS,USA,cyber,2022-Q2,,Disruption;Hijacking with Misuse;Ransomware,"Hive ransomware group and Mikhail Pavlovich Matveev attacked an unnamed nonprofit behavioral healthcare organization in Mercer County, New Jersey, on or about 27 May 2022",eurepoc
RUS,USA,cyber,2020-Q2,,Disruption;Hijacking with Misuse;Ransomware,"LockBit and Mikhail Pavlovich Matveev used ransomware against law enforcement agency in Passaic County, New Jersey, on or about 25 June 2020",eurepoc
RUS,USA,cyber,2021-Q1,,Hijacking without Misuse,"Russian state-sponsored hacking group APT28 gained access into unpatched Cisco routers from European, US and Ukrainian targets in 2021",eurepoc
RUS,USA,cyber,2023-Q2,,Data theft & Doxing;Disruption;Hijacking with Misuse,Pro-Russian hacktivist group Killnet claimed to have targeted NATO online resources with DDoS attacks in April 2023,eurepoc
RUS,USA,cyber,2023-Q1,,Data theft & Doxing;Disruption;Hijacking with Misuse;Ransomware,Lehigh Valley Health Network targeted by BlackCat ransomware attack in early February 2023,eurepoc
RUS,USA,cyber,2023-Q1,,Disruption,Pro-Russian hacktivist group Killnet disrupted at least 14 hospitals in the United States in January 2023,eurepoc
RUS,USA,cyber,2022-Q4,,Hijacking with Misuse,"Pro-Russian group Killnet targets US government website South Abington Township on December 27, 2022",eurepoc
RUS,USA,cyber,2022-Q1,,Hijacking without Misuse,Russian state-sponsored hacker group Fancy Bear gained access to a US satellite communications provider in early 2022,eurepoc
RUS,USA,cyber,2022-Q4,,Disruption,Pro-Russian group Killnet claims DDoS attack against US-company Starlink in November 2022,eurepoc
RUS,USA,cyber,2022-Q3,,Disruption,Pro-Russian group Killnet claims DDoS and hack-and-leak against US defense company Lockheed Martin in August 2022,eurepoc
RUS,USA,cyber,2022-Q2,,Disruption,Pro-Russian group Killnet targeted US Energy Company Devon in April 2022,eurepoc
RUS,USA,cyber,2022-Q4,,Disruption,Pro-Russian group Killnet disrupts over a dozen US airport websites on 10 October 2022,eurepoc
RUS,USA,cyber,2022-Q4,,Disruption,"Pro-Russian group Killnet disrupts government websites in Colorado, Kentucky and Mississippi on 5 October 2022",eurepoc
RUS,USA,cyber,2021-Q2,,Data theft;Disruption;Hijacking with Misuse;Ransomware,Colonial Pipeline Hack,eurepoc
RUS,USA,cyber,2021-Q2,,Hijacking without Misuse,Cozy Bear breached  Republican National Committee,eurepoc
RUS,USA,cyber,2020-Q1,,Hijacking without Misuse,TinyTurla,eurepoc
RUS,USA,cyber,2020-Q1,,Data theft;Hijacking with Misuse,Wellmess/WellMail - 2020,eurepoc
RUS,USA,cyber,2019-Q1,,Data theft;Hijacking with Misuse,Fancy Bear Global Brute Force,eurepoc
RUS,USA,cyber,2019-Q1,,Data theft;Hijacking with Misuse,Fancy Bear hacks US Federal Agency,eurepoc
RUS,USA,cyber,2019-Q3,,Disruption;Hijacking with Misuse;Ransomware,REvil carried out ransomware attacks targeting 23 local governments in Texas on 16 August 2019,eurepoc
RUS,USA,cyber,2019-Q3,,Data theft;Hijacking with Misuse,Russian APT29 targeted entities worldwide during the supply-chain cyber espionage campaign Solarwinds starting in 2019,eurepoc
RUS,USA,cyber,2019-Q4,,Disruption;Hijacking with Misuse,Ryuk usage against US coast guard,eurepoc
RUS,USA,cyber,2019-Q1,,Disruption;Hijacking with Misuse;Ransomware,Ransomware Ryuk deployed against US cities,eurepoc
RUS,USA,cyber,2018-Q4,,Data theft,Fancy Bear vs. US Energy Sector,eurepoc
RUS,USA,cyber,2018-Q4,,Data theft,APT29s first attack after one year of silence - 2018,eurepoc
RUS,USA,cyber,,,Espionage,Allanite,cfr
RUS,USA,cyber,2014-Q4,,,APT 28,cfr
RUS,USA,cyber,,,Espionage,UAC-0188,cfr
RUS,USA,cyber,,,Espionage,Targeting of organizations using JetBrains software,cfr
RUS,USA,cyber,,,Espionage,"Targeting of academic institutions, think tanks, and other research groups",cfr
RUS,USA,cyber,,,Espionage,Targeting of government networks with Snake malware,cfr
RUS,USA,cyber,,,Espionage,Calisto,cfr
RUS,USA,cyber,,,Espionage,Targeting of U.S. satellite network,cfr
RUS,USA,cyber,2007-Q4,,Espionage,Targeting of U.S. National Laboratories,cfr
RUS,USA,cyber,,,Espionage,Targeting of organizations supporting Ukraine,cfr
RUS,USA,cyber,,,Espionage,Targeting of Ukrainian institutions and U.S. and European foreign policy institutions and think tanks,cfr
RUS,USA,cyber,,,Espionage,Targeting of Asus routers,cfr
RUS,USA,cyber,,,Espionage,Targeting of American defense contractors,cfr
RUS,USA,cyber,,,Espionage,Targeting of various industries through Gmail compromises,cfr
